workerid,proliferate.condition,CC,Southern_rating,SpeakerGender,age_correct,age_incorrect,age_rating,age_type,assertiveness_rating,block,compQuestionType,democrat_rating,empathy_rating,femininity_rating,file,intelligence_rating,item_type,list,list_whichSpPoliticsFirst,matrixName_correct,matrixName_incorrect,matrixName_type,matrix_clause,name,orientation,participant_beliefs,predicate,projection,republican_rating,rt,slide_number_in_experiment,socialInfo,spBelief_rating,topic,true_false,whichSpPoliticsFirst,error
4473,default,medicaid is underfunded,0.79,F,30,20,1,CORRECT,0.31,block2,name_question,0.38,0.53,0.87,F-S-Sarah.png,0.42,critical,list2,list2_S,Allison,Elena,CORRECT,Allison isn't annoyed that,Sarah,liberal,,be_annoyed,,0.59,31266,25,S,0.38,medicaid,,S,
4473,default,closing businesses during COVID was unnecessary,0.13,F,22,41,0,INCORRECT,0.37,block2,name_question,0.72,0.54,0.98,F-S-Lily.png,0.74,MC,list2,list2_S,the lockdown,universal basic income,INCORRECT,NA,Lily,conservative,,NA,,0.26,32234,26,S,0.16,lockdown,,S,
4473,default,Trump's policies improved the American economy,0.13,F,34,20,0,INCORRECT,0.34,block2,name_question,0.61,0.54,0.97,F-N-Lisa.png,0.55,critical,list2,list2_S,Tony,Danielle,INCORRECT,Tony doesn't think that,Lisa,conservative,,think,,0.24,158048,27,N,0.17,Trump_economy,,S,
4473,default,the uprising at the Capitol was patriotic,0.15,M,30,19,1,CORRECT,0.25,block2,age_question,0.55,0.53,0.1,M-N-John.png,0.45,critical,list2,list2_S,Glenn,Shari,CORRECT,Glenn didn't suggest that,John,conservative,,suggest,,0.26,31733,28,N,0.05,capitol_uprising,,S,
4473,default,immigrants support the economy,0.19,F,29,37,0,INCORRECT,0.41,block2,age_question,0.82,0.53,0.99,F-N-Helen.png,0.56,critical,list2,list2_S,Ben,Fran,INCORRECT,Ben doesn't see that,Helen,liberal,,see,,0.17,35383,29,N,0.65,immigrants,,S,
4473,default,there are too few restrictions on welfare benefits,0.15,F,28,24,1,CORRECT,0.39,block2,age_question,0.9,0.56,1,F-S-Rachel.png,0.48,itIsT_F,list2,list2_S,welfare,capitol punishment,CORRECT,NA,Rachel,conservative,,NA,,0.1,36551,30,S,0.01,welfare,,S,
4473,default,mask mandates are unnecessary,0.58,F,26,18,1,CORRECT,0.51,block2,name_question,0.45,0.49,0.99,F-S-Amy.png,0.43,critical,list2,list2_S,Wendy,Marie,CORRECT,Wendy isn't annoyed that,Amy,conservative,,be_annoyed,,0.57,34383,31,S,0.67,masks,,S,
4473,default,Trump handled the pandemic well,0.12,M,26,37,0,INCORRECT,0.39,block2,age_question,0.71,0.49,0.01,M-N-Tim.png,0.45,critical,list2,list2_S,Danny,Bill,INCORRECT,Danny doesn't see that,Tim,conservative,,see,,0.24,34399,32,N,0.16,Trump_pandemic,,S,
4473,default,the minimum wage is too low,0.1,F,27,39,0,INCORRECT,0.37,block2,name_question,0.66,0.56,0.99,F-N-Elizabeth.png,0.55,critical,list2,list2_S,Ken,Sam,INCORRECT,Ken doesn't think that,Elizabeth,liberal,,think,,0.23,35082,33,N,0.73,minimum_wage,,S,
4473,default,the 2020 election was legitimate,,M,,,,,,block3,,,,,M-S-Ryan.png,,critical,list2,list2_S,,,,Jen didn't say that,Ryan,liberal,,say,0.45,,34546,35,S,,2020_election,NA,S,
4473,default,closing businesses during COVID was unnecessary,,F,,,,,,block3,,,,,F-S-Lily.png,,MC,list2,list2_S,,,,NA,Lily,conservative,,NA,0.97,,12934,36,S,,lockdown,NA,S,
4473,default,it is too hard to get an abortion,,M,,,,,,block3,,,,,M-S-Joseph.png,,critical,list2,list2_S,,,,Grace doesn't know that,Joseph,liberal,,know,1,,16400,37,S,,abortion,NA,S,
4473,default,immigrants support the economy,,F,,,,,,block3,,,,,F-N-Helen.png,,critical,list2,list2_S,,,,Ben doesn't see that,Helen,liberal,,see,0.99,,18367,38,N,,immigrants,NA,S,
4473,default,Trump handled the pandemic well,,M,,,,,,block3,,,,,M-N-Tim.png,,critical,list2,list2_S,,,,Danny doesn't see that,Tim,conservative,,see,0.98,,15731,39,N,,Trump_pandemic,NA,S,
4473,default,the event was advertised on social media,,F,,,,,,block3,,,,,F-S-Kimberly.png,,critical,list2,list2_S,,,,Chloe didn't say that,Kimberly,N,,say,0.49,,22400,40,S,,social_media,NA,S,
4473,default,the uprising at the Capitol was patriotic,,M,,,,,,block3,,,,,M-N-John.png,,critical,list2,list2_S,,,,Glenn didn't suggest that,John,conservative,,suggest,0.25,,20448,41,N,,capitol_uprising,NA,S,
4473,default,the break will be shortened today,,M,,,,,,block3,,,,,M-S-Jason.png,,critical,list2,list2_S,,,,Amelia doesn't know that,Jason,N,,know,0.99,,13433,42,S,,break,NA,S,
4473,default,last month's newsletter was sent late,,F,,,,,,block3,,,,,F-N-Anna.png,,critical,list2,list2_S,,,,Liam doesn't see that,Anna,N,,see,1,,13513,43,N,,newsletter,NA,S,
4473,default,the organizers' contact info is outdated,,M,,,,,,block3,,,,,M-N-James.png,,critical,list2,list2_S,,,,Noah didn't suggest that,James,N,,suggest,0.35,,24018,44,N,,contact,NA,S,
4473,default,the military is underfunded,,F,,,,,,block3,,,,,F-S-Donna.png,,critical,list2,list2_S,,,,Emma didn't say that,Donna,conservative,,say,0.16,,18765,45,S,,military,NA,S,
4473,default,these events are well-organized,,M,,,,,,block3,,,,,M-S-Michael.png,,critical,list2,list2_S,,,,Leah isn't annoyed that,Michael,N,,be_annoyed,0.78,,34368,46,S,,organized,NA,S,
4473,default,the event website is working now,,M,,,,,,block3,,,,,M-N-Jacob.png,,MC,list2,list2_S,,,,NA,Jacob,N,,NA,1,,10732,47,N,,website,NA,S,
4473,default,it is too easy to buy guns,,M,,,,,,block3,,,,,M-N-Daniel.png,,critical,list2,list2_S,,,,Owen didn't suggest that,Daniel,liberal,,suggest,0.26,,18050,48,N,,gun_laws,NA,S,
4473,default,mask mandates are unnecessary,,F,,,,,,block3,,,,,F-S-Amy.png,,critical,list2,list2_S,,,,Wendy isn't annoyed that,Amy,conservative,,be_annoyed,0.17,,57301,49,S,,masks,NA,S,
4473,default,the agenda is longer than usual today,,F,,,,,,block3,,,,,F-N-Michelle.png,,critical,list2,list2_S,,,,Ethan doesn't think that,Michelle,N,,think,0.43,,15932,50,N,,agenda,NA,S,
4473,default,medicaid is underfunded,,F,,,,,,block3,,,,,F-S-Sarah.png,,critical,list2,list2_S,,,,Allison isn't annoyed that,Sarah,liberal,,be_annoyed,0.9,,26349,51,S,,medicaid,NA,S,
4473,default,there are too few restrictions on welfare benefits,,F,,,,,,block3,,,,,F-S-Rachel.png,,itIsT_F,list2,list2_S,,,,NA,Rachel,conservative,,NA,0,,47067,52,S,,welfare,false,S,
4473,default,the minimum wage is too low,,F,,,,,,block3,,,,,F-N-Elizabeth.png,,critical,list2,list2_S,,,,Ken doesn't think that,Elizabeth,liberal,,think,0.56,,23184,53,N,,minimum_wage,NA,S,
4473,default,Trump's policies improved the American economy,,F,,,,,,block3,,,,,F-N-Lisa.png,,critical,list2,list2_S,,,,Tony doesn't think that,Lisa,conservative,,think,0.55,,15666,54,N,,Trump_economy,NA,S,
4473,default,COVID is an overhyped virus,,M,,,,,,block3,,,,,M-S-Anthony.png,,critical,list2,list2_S,,,,Mary doesn't know that,Anthony,conservative,,know,1,,14483,55,S,,covid,NA,S,
4474,default,it is too easy to get an abortion,,M,,,,,,block1,,,,,M-S-Joseph.png,,critical,list1,list1_S,,,,Grace didn't acknowledge,Joseph,conservative,0.83,acknowledge,,,4401,4,S,,abortion,,S,
4474,default,medicaid is overfunded,,F,,,,,,block1,,,,,F-S-Sarah.png,,critical,list1,list1_S,,,,Allison doesn't know that,Sarah,conservative,0.24,know,,,2723,5,S,,medicaid,,S,
4474,default,closing businesses during COVID was necessary,,F,,,,,,block1,,,,,F-S-Lily.png,,MC,list1,list1_S,,,,NA,Lily,liberal,0.09,NA,,,3351,6,S,,lockdown,,S,
4474,default,Trump handled the pandemic badly,,M,,,,,,block1,,,,,M-N-Tim.png,,critical,list1,list1_S,,,,Danny didn't pretend that,Tim,liberal,0.7,pretend,,,3645,7,N,,Trump_pandemic,,S,
4474,default,Trump's policies damaged the American economy,,F,,,,,,block1,,,,,F-N-Lisa.png,,critical,list1,list1_S,,,,Tony doesn't think that,Lisa,liberal,0.14,think,,,3007,8,N,,Trump_economy,,S,
4474,default,the uprising at the Capitol was domestic terrorism,,M,,,,,,block1,,,,,M-N-John.png,,critical,list1,list1_S,,,,Glenn didn't hear that,John,liberal,0.11,hear,,,4245,9,N,,capitol_uprising,,S,
4474,default,COVID is a dangerous virus,,M,,,,,,block1,,,,,M-S-Anthony.png,,critical,list1,list1_S,,,,Mary didn't acknowledge,Anthony,liberal,0.46,acknowledge,,,2767,10,S,,covid,,S,
4474,default,the capital of the US is in Ohio,,NA,,,,,,block1,,,,,NA.png,,O,list1,list1_S,,,,NA,NA,NA,0,NA,,,6576,11,NA,,capital,,S,
4474,default,mask mandates are necessary,,F,,,,,,block1,,,,,F-S-Amy.png,,critical,list1,list1_S,,,,Wendy doesn't know that,Amy,liberal,0.6,know,,,4681,12,S,,masks,,S,
4474,default,the military is overfunded,,F,,,,,,block1,,,,,F-S-Donna.png,,critical,list1,list1_S,,,,Emma didn't say that,Donna,liberal,0.49,say,,,2684,13,S,,military,,S,
4474,default,the minimum wage is too high,,F,,,,,,block1,,,,,F-N-Elizabeth.png,,critical,list1,list1_S,,,,Ken doesn't think that,Elizabeth,conservative,0.35,think,,,3172,14,N,,minimum_wage,,S,
4474,default,it is too difficult to buy guns,,M,,,,,,block1,,,,,M-N-Daniel.png,,critical,list1,list1_S,,,,Owen didn't hear that,Daniel,conservative,0.39,hear,,,3284,15,N,,gun_laws,,S,
4474,default,immigrants steal jobs from Americans,,F,,,,,,block1,,,,,F-N-Helen.png,,critical,list1,list1_S,,,,Ben didn't pretend that,Helen,conservative,0.74,pretend,,,5205,16,N,,immigrants,,S,
4474,default,U.S. presidential elections are held in November,,NA,,,,,,block1,,,,,NA.png,,O,list1,list1_S,,,,NA,NA,NA,1,NA,,,3367,17,NA,,elections,,S,
4474,default,the 2020 election was rigged,,M,,,,,,block1,,,,,M-S-Ryan.png,,critical,list1,list1_S,,,,Jen didn't say that,Ryan,conservative,0.62,say,,,3008,18,S,,2020_election,,S,
4474,default,it is too easy to get an abortion,0.36,M,27,31,0,INCORRECT,0.66,block2,age_question,0.25,0.67,0.27,M-S-Joseph.png,0.66,critical,list1,list1_S,Grace,Charlotte,INCORRECT,Grace didn't acknowledge,Joseph,conservative,,acknowledge,,0.74,51402,20,S,0.65,abortion,,S,
4474,default,the uprising at the Capitol was domestic terrorism,0.39,M,30,42,0,INCORRECT,0.62,block2,name_question,0.39,0.67,0.33,M-N-John.png,0.57,critical,list1,list1_S,Glenn,Libby,INCORRECT,Glenn didn't hear that,John,liberal,,hear,,0.63,47685,21,N,0.1,capitol_uprising,,S,
4474,default,closing businesses during COVID was necessary,0.3,F,22,43,0,INCORRECT,0.62,block2,name_question,0.76,0.62,0.79,F-S-Lily.png,0.6,MC,list1,list1_S,the lockdown,capitol punishment,INCORRECT,NA,Lily,liberal,,NA,,0.23,27081,22,S,0.28,lockdown,,S,
4474,default,the military is overfunded,0.74,F,36,39,1,CORRECT,0.6,block2,age_question,0.7,0.4,0.71,F-S-Donna.png,0.46,critical,list1,list1_S,Emma,Sam,CORRECT,Emma didn't say that,Donna,liberal,,say,,0.2,28739,23,S,0.84,military,,S,
4474,default,there are too few restrictions on welfare benefits,0.4,F,28,40,1,CORRECT,0.65,block2,name_question,1,0.63,0.7,F-S-Rachel.png,0.63,itIsT_F,list1,list1_S,welfare,affirmative action,CORRECT,NA,Rachel,conservative,,NA,,0.01,27073,24,S,0.66,welfare,,S,
4474,default,the minimum wage is too high,0.36,F,27,24,1,CORRECT,0.42,block2,age_question,0.76,0.62,0.75,F-N-Elizabeth.png,0.66,critical,list1,list1_S,Ken,Fran,CORRECT,Ken doesn't think that,Elizabeth,conservative,,think,,0.33,23647,25,N,0.51,minimum_wage,,S,
4474,default,it is too difficult to buy guns,0.59,M,34,18,1,CORRECT,0.69,block2,name_question,0.34,0.62,0.41,M-N-Daniel.png,0.7,critical,list1,list1_S,Owen,Shari,CORRECT,Owen didn't hear that,Daniel,conservative,,hear,,0.75,22941,26,N,0.26,gun_laws,,S,
4474,default,COVID is a dangerous virus,0.69,M,29,18,0,INCORRECT,0.64,block2,age_question,0.64,0.62,0.32,M-S-Anthony.png,0.53,critical,list1,list1_S,Mary,Sandra,INCORRECT,Mary didn't acknowledge,Anthony,liberal,,acknowledge,,0.41,38217,27,S,0.24,covid,,S,
4474,default,immigrants steal jobs from Americans,0.42,F,29,42,1,CORRECT,0.57,block2,name_question,0.68,0.58,0.56,F-N-Helen.png,0.6,critical,list1,list1_S,Ben,Rhonda,CORRECT,Ben didn't pretend that,Helen,conservative,,pretend,,0.36,26670,28,N,0.18,immigrants,,S,
4474,default,the 2020 election was rigged,0.84,M,25,24,0,INCORRECT,0.67,block2,name_question,0.26,0.68,0.2,M-S-Ryan.png,0.64,critical,list1,list1_S,Jen,Judith,INCORRECT,Jen didn't say that,Ryan,conservative,,say,,0.81,31940,29,S,0.68,2020_election,,S,
4474,default,medicaid is overfunded,0.55,F,30,37,1,CORRECT,0.62,block2,age_question,0.75,0.58,0.61,F-S-Sarah.png,0.56,critical,list1,list1_S,Allison,Marie,CORRECT,Allison doesn't know that,Sarah,conservative,,know,,0.34,24650,30,S,0.41,medicaid,,S,
4474,default,mask mandates are necessary,0.7,F,26,19,1,CORRECT,0.57,block2,age_question,0.72,0.54,0.51,F-S-Amy.png,0.53,critical,list1,list1_S,Wendy,Isabelle,CORRECT,Wendy doesn't know that,Amy,liberal,,know,,0.32,23264,31,S,0.81,masks,,S,
4474,default,Trump's policies damaged the American economy,0.38,F,34,21,0,INCORRECT,0.58,block2,name_question,0.65,0.58,0.79,F-N-Lisa.png,0.56,critical,list1,list1_S,Tony,Olivia,INCORRECT,Tony doesn't think that,Lisa,liberal,,think,,0.35,26886,32,N,0.66,Trump_economy,,S,
4474,default,Trump handled the pandemic badly,0.36,M,26,20,0,INCORRECT,0.56,block2,age_question,0.4,0.57,0.31,M-N-Tim.png,0.56,critical,list1,list1_S,Danny,Bill,INCORRECT,Danny didn't pretend that,Tim,liberal,,pretend,,0.71,18945,33,N,0.52,Trump_pandemic,,S,
4474,default,mask mandates are necessary,,F,,,,,,block3,,,,,F-S-Amy.png,,critical,list1,list1_S,,,,Wendy doesn't know that,Amy,liberal,,know,1,,24411,35,S,,masks,NA,S,
4474,default,it is too easy to get an abortion,,M,,,,,,block3,,,,,M-S-Joseph.png,,critical,list1,list1_S,,,,Grace didn't acknowledge,Joseph,conservative,,acknowledge,0.98,,15546,36,S,,abortion,NA,S,
4474,default,the registration due date is next week,,M,,,,,,block3,,,,,M-S-Michael.png,,critical,list1,list1_S,,,,Leah doesn't know that,Michael,N,,know,0.98,,13393,37,S,,registration,NA,S,
4474,default,the fundraiser was postponed,,F,,,,,,block3,,,,,F-N-Anna.png,,critical,list1,list1_S,,,,Liam didn't pretend that,Anna,N,,pretend,0.96,,13289,38,N,,fundraiser,NA,S,
4474,default,the uprising at the Capitol was domestic terrorism,,M,,,,,,block3,,,,,M-N-John.png,,critical,list1,list1_S,,,,Glenn didn't hear that,John,liberal,,hear,1,,13402,39,N,,capitol_uprising,NA,S,
4474,default,COVID is a dangerous virus,,M,,,,,,block3,,,,,M-S-Anthony.png,,critical,list1,list1_S,,,,Mary didn't acknowledge,Anthony,liberal,,acknowledge,0.99,,11766,40,S,,covid,NA,S,
4474,default,it is too difficult to buy guns,,M,,,,,,block3,,,,,M-N-Daniel.png,,critical,list1,list1_S,,,,Owen didn't hear that,Daniel,conservative,,hear,1,,8789,41,N,,gun_laws,NA,S,
4474,default,the event started late,,M,,,,,,block3,,,,,M-S-Jason.png,,critical,list1,list1_S,,,,Amelia didn't acknowledge,Jason,N,,acknowledge,0.99,,10318,42,S,,late,NA,S,
4474,default,the next event was rescheduled,,M,,,,,,block3,,,,,M-N-James.png,,critical,list1,list1_S,,,,Noah didn't hear that,James,N,,hear,0.98,,15574,43,N,,next_event,NA,S,
4474,default,medicaid is overfunded,,F,,,,,,block3,,,,,F-S-Sarah.png,,critical,list1,list1_S,,,,Allison doesn't know that,Sarah,conservative,,know,0.93,,14282,44,S,,medicaid,NA,S,
4474,default,the minimum wage is too high,,F,,,,,,block3,,,,,F-N-Elizabeth.png,,critical,list1,list1_S,,,,Ken doesn't think that,Elizabeth,conservative,,think,0.96,,10237,45,N,,minimum_wage,NA,S,
4474,default,the previous meeting minutes were sent,,F,,,,,,block3,,,,,F-N-Michelle.png,,critical,list1,list1_S,,,,Ethan doesn't think that,Michelle,N,,think,0.95,,9509,46,N,,minutes,NA,S,
4474,default,immigrants steal jobs from Americans,,F,,,,,,block3,,,,,F-N-Helen.png,,critical,list1,list1_S,,,,Ben didn't pretend that,Helen,conservative,,pretend,0.97,,10724,47,N,,immigrants,NA,S,
4474,default,Trump's policies damaged the American economy,,F,,,,,,block3,,,,,F-N-Lisa.png,,critical,list1,list1_S,,,,Tony doesn't think that,Lisa,liberal,,think,0.67,,12771,48,N,,Trump_economy,NA,S,
4474,default,the military is overfunded,,F,,,,,,block3,,,,,F-S-Donna.png,,critical,list1,list1_S,,,,Emma didn't say that,Donna,liberal,,say,0.66,,9840,49,S,,military,NA,S,
4474,default,the 2020 election was rigged,,M,,,,,,block3,,,,,M-S-Ryan.png,,critical,list1,list1_S,,,,Jen didn't say that,Ryan,conservative,,say,0.86,,11557,50,S,,2020_election,NA,S,
4474,default,there are fewer participants this week,,F,,,,,,block3,,,,,F-S-Kimberly.png,,critical,list1,list1_S,,,,Chloe didn't say that,Kimberly,N,,say,0.91,,9996,51,S,,participants,NA,S,
4474,default,Trump handled the pandemic badly,,M,,,,,,block3,,,,,M-N-Tim.png,,critical,list1,list1_S,,,,Danny didn't pretend that,Tim,liberal,,pretend,0.57,,12472,52,N,,Trump_pandemic,NA,S,
4474,default,there are too few restrictions on welfare benefits,,F,,,,,,block3,,,,,F-S-Rachel.png,,itIsT_F,list1,list1_S,,,,NA,Rachel,conservative,,NA,0.82,,9973,53,S,,welfare,false,S,
4474,default,closing businesses during COVID was necessary,,F,,,,,,block3,,,,,F-S-Lily.png,,MC,list1,list1_S,,,,NA,Lily,liberal,,NA,1,,8970,54,S,,lockdown,NA,S,
4474,default,the event website is working now,,M,,,,,,block3,,,,,M-N-Jacob.png,,MC,list1,list1_S,,,,NA,Jacob,N,,NA,1,,7709,55,N,,website,NA,S,
4455,default,medicaid is underfunded,,F,,,,,,block1,,,,,F-N-Helen.png,,critical,list2,list2_NS,,,,Allison didn't hear that,Helen,liberal,0.5,hear,,,4357,4,N,,medicaid,,NS,
4455,default,mask mandates are unnecessary,,F,,,,,,block1,,,,,F-N-Lisa.png,,critical,list2,list2_NS,,,,Wendy didn't hear that,Lisa,conservative,0.15,hear,,,13682,5,N,,masks,,NS,
4455,default,the military is underfunded,,F,,,,,,block1,,,,,F-N-Elizabeth.png,,critical,list2,list2_NS,,,,Emma didn't acknowledge,Elizabeth,conservative,0.1,acknowledge,,,5969,6,N,,military,,NS,
4455,default,COVID is an overhyped virus,,M,,,,,,block1,,,,,M-N-John.png,,critical,list2,list2_NS,,,,Mary didn't say that,John,conservative,0,say,,,4495,7,N,,covid,,NS,
4455,default,the minimum wage is too low,,F,,,,,,block1,,,,,F-S-Donna.png,,critical,list2,list2_NS,,,,Ken didn't confess that,Donna,liberal,0.57,confess,,,5114,8,S,,minimum_wage,,NS,
4455,default,the uprising at the Capitol was patriotic,,M,,,,,,block1,,,,,M-S-Anthony.png,,critical,list2,list2_NS,,,,Glenn didn't suggest that,Anthony,conservative,0.16,suggest,,,7951,9,S,,capitol_uprising,,NS,
4455,default,Trump's policies improved the American economy,,F,,,,,,block1,,,,,F-S-Amy.png,,critical,list2,list2_NS,,,,Tony didn't confess that,Amy,conservative,0.47,confess,,,37775,10,S,,Trump_economy,,NS,
4455,default,the 2020 election was legitimate,,M,,,,,,block1,,,,,M-N-Tim.png,,critical,list2,list2_NS,,,,Jen didn't acknowledge,Tim,liberal,0,acknowledge,,,17046,11,N,,2020_election,,NS,
4455,default,immigrants support the economy,,F,,,,,,block1,,,,,F-S-Sarah.png,,critical,list2,list2_NS,,,,Ben didn't admit that,Sarah,liberal,0.38,admit,,,47019,12,S,,immigrants,,NS,
4455,default,it is too hard to get an abortion,,M,,,,,,block1,,,,,M-N-Daniel.png,,critical,list2,list2_NS,,,,Grace didn't say that,Daniel,liberal,0.42,say,,,6071,13,N,,abortion,,NS,
4455,default,Trump handled the pandemic well,,M,,,,,,block1,,,,,M-S-Ryan.png,,critical,list2,list2_NS,,,,Danny didn't admit that,Ryan,conservative,0.53,admit,,,5416,14,S,,Trump_pandemic,,NS,
4455,default,the capital of the US is in Ohio,,NA,,,,,,block1,,,,,NA.png,,O,list2,list2_NS,,,,NA,NA,NA,0,NA,,,6781,15,NA,,capital,,NS,
4455,default,it is too easy to buy guns,,M,,,,,,block1,,,,,M-S-Joseph.png,,critical,list2,list2_NS,,,,Owen didn't suggest that,Joseph,liberal,1,suggest,,,3924,16,S,,gun_laws,,NS,
4455,default,U.S. presidential elections are held in November,,NA,,,,,,block1,,,,,NA.png,,O,list2,list2_NS,,,,NA,NA,NA,1,NA,,,50757,17,NA,,elections,,NS,
4455,default,closing businesses during COVID was unnecessary,,F,,,,,,block1,,,,,F-N-Ashley.png,,MC,list2,list2_NS,,,,NA,Ashley,conservative,0.49,NA,,,12974,18,N,,lockdown,,NS,
4455,default,COVID is an overhyped virus,0.52,M,30,18,0,INCORRECT,0,block2,name_question,0.54,0,0.69,M-N-John.png,0.52,critical,list2,list2_NS,Mary,Sandra,INCORRECT,Mary didn't say that,John,conservative,,say,,0.55,62687,20,N,0.59,covid,,NS,
4455,default,there are too few restrictions on welfare benefits,0.53,M,27,41,0,INCORRECT,0.63,block2,name_question,0.54,0.51,0.5,M-N-Jay.png,0.62,itIsT_F,list2,list2_NS,welfare,affirmative action,INCORRECT,NA,Jay,conservative,,NA,,0.55,51389,21,N,0.63,welfare,,NS,
4455,default,Trump handled the pandemic well,1,M,25,37,1,CORRECT,0.73,block2,age_question,0.49,0.48,0.15,M-S-Ryan.png,0.47,critical,list2,list2_NS,Danny,Marie,CORRECT,Danny didn't admit that,Ryan,conservative,,admit,,0.82,59855,22,S,0.84,Trump_pandemic,,NS,
4455,default,the minimum wage is too low,1,F,36,20,1,CORRECT,0.35,block2,name_question,0.52,0.57,0.73,F-S-Donna.png,0.16,critical,list2,list2_NS,Ken,Libby,CORRECT,Ken didn't confess that,Donna,liberal,,confess,,0.65,41825,23,S,0.71,minimum_wage,,NS,
4455,default,it is too hard to get an abortion,0.49,M,34,21,0,INCORRECT,0.31,block2,age_question,0.51,0.53,0.68,M-N-Daniel.png,0.52,critical,list2,list2_NS,Grace,Fran,INCORRECT,Grace didn't say that,Daniel,liberal,,say,,0.51,48761,24,N,0.56,abortion,,NS,
4455,default,the military is underfunded,0.51,F,27,18,0,INCORRECT,0.93,block2,name_question,0.52,0.54,0.75,F-N-Elizabeth.png,0.51,critical,list2,list2_NS,Emma,Lucy,INCORRECT,Emma didn't acknowledge,Elizabeth,conservative,,acknowledge,,0.52,40049,25,N,0.54,military,,NS,
4455,default,medicaid is underfunded,0.39,F,29,42,0,INCORRECT,0.71,block2,name_question,0.52,0.52,0.64,F-N-Helen.png,0.7,critical,list2,list2_NS,Allison,Bill,INCORRECT,Allison didn't hear that,Helen,liberal,,hear,,0.51,53535,26,N,0.5,medicaid,,NS,
4455,default,immigrants support the economy,1,F,30,43,1,CORRECT,0.5,block2,age_question,0.5,0.49,0.5,F-S-Sarah.png,0.5,critical,list2,list2_NS,Ben,Danielle,CORRECT,Ben didn't admit that,Sarah,liberal,,admit,,0.88,41588,27,S,0.11,immigrants,,NS,
4455,default,closing businesses during COVID was unnecessary,0.46,F,28,42,0,INCORRECT,0.49,block2,age_question,0.79,0.79,0.71,F-N-Ashley.png,0.51,MC,list2,list2_NS,the lockdown,capitol punishment,INCORRECT,NA,Ashley,conservative,,NA,,0.49,39451,28,N,0.65,lockdown,,NS,
4455,default,the uprising at the Capitol was patriotic,1,M,29,31,0,INCORRECT,0.85,block2,age_question,0.23,0.28,0.29,M-S-Anthony.png,0.44,critical,list2,list2_NS,Glenn,Sam,INCORRECT,Glenn didn't suggest that,Anthony,conservative,,suggest,,0.87,60253,29,S,0.87,capitol_uprising,,NS,
4455,default,the 2020 election was legitimate,0.49,M,26,21,1,CORRECT,0.97,block2,age_question,0.52,0.53,0.46,M-N-Tim.png,0.64,critical,list2,list2_NS,Jen,Judith,CORRECT,Jen didn't acknowledge,Tim,liberal,,acknowledge,,0.52,105740,30,N,0.52,2020_election,,NS,
4455,default,it is too easy to buy guns,0.51,M,27,19,1,CORRECT,1,block2,age_question,0.53,0.53,0.75,M-S-Joseph.png,0.42,critical,list2,list2_NS,Owen,Shari,CORRECT,Owen didn't suggest that,Joseph,liberal,,suggest,,0.53,32855,31,S,0.53,gun_laws,,NS,
4455,default,Trump's policies improved the American economy,0.49,F,26,37,1,CORRECT,0.51,block2,name_question,0.49,0.52,0.49,F-S-Amy.png,0.5,critical,list2,list2_NS,Tony,Isabelle,CORRECT,Tony didn't confess that,Amy,conservative,,confess,,0.5,39362,32,S,0.5,Trump_economy,,NS,
4455,default,mask mandates are unnecessary,0.5,F,34,24,1,CORRECT,0.81,block2,name_question,0.71,0.49,0.52,F-N-Lisa.png,0.49,critical,list2,list2_NS,Wendy,Rhonda,CORRECT,Wendy didn't hear that,Lisa,conservative,,hear,,0.51,50093,33,N,0.77,masks,,NS,
4455,default,immigrants support the economy,,F,,,,,,block3,,,,,F-S-Sarah.png,,critical,list2,list2_NS,,,,Ben didn't admit that,Sarah,liberal,,admit,1,,63281,35,S,,immigrants,NA,NS,
4455,default,the organizers' contact info is outdated,,M,,,,,,block3,,,,,M-S-Jason.png,,critical,list2,list2_NS,,,,Noah didn't suggest that,Jason,N,,suggest,0.81,,41614,36,S,,contact,NA,NS,
4455,default,last month's newsletter was sent late,,F,,,,,,block3,,,,,F-S-Kimberly.png,,critical,list2,list2_NS,,,,Liam didn't admit that,Kimberly,N,,admit,1,,18843,37,S,,newsletter,NA,NS,
4455,default,the 2020 election was legitimate,,M,,,,,,block3,,,,,M-N-Tim.png,,critical,list2,list2_NS,,,,Jen didn't acknowledge,Tim,liberal,,acknowledge,0.8,,25955,38,N,,2020_election,NA,NS,
4455,default,mask mandates are unnecessary,,F,,,,,,block3,,,,,F-N-Lisa.png,,critical,list2,list2_NS,,,,Wendy didn't hear that,Lisa,conservative,,hear,1,,20874,39,N,,masks,NA,NS,
4455,default,these events are well-organized,,M,,,,,,block3,,,,,M-N-James.png,,critical,list2,list2_NS,,,,Leah didn't hear that,James,N,,hear,1,,28107,40,N,,organized,NA,NS,
4455,default,the break will be shortened today,,F,,,,,,block3,,,,,F-N-Anna.png,,critical,list2,list2_NS,,,,Amelia didn't say that,Anna,N,,say,0,,27424,41,N,,break,NA,NS,
4455,default,it is too easy to buy guns,,M,,,,,,block3,,,,,M-S-Joseph.png,,critical,list2,list2_NS,,,,Owen didn't suggest that,Joseph,liberal,,suggest,0.65,,19031,42,S,,gun_laws,NA,NS,
4455,default,the event was advertised on social media,,F,,,,,,block3,,,,,F-N-Michelle.png,,critical,list2,list2_NS,,,,Chloe didn't acknowledge,Michelle,N,,acknowledge,0.67,,29588,43,N,,social_media,NA,NS,
